ts,alpha,fold,pdw,best_alpha_so_far,best_pdw_so_far,mem_gb
2025-09-04 16:28:42,0.001,1,36.62930844392052,,inf,2.721091584
2025-09-04 16:29:06,0.001,2,37.684712773683636,,inf,2.721153024
2025-09-04 16:29:32,0.001,3,37.26447472031829,,inf,2.721153024
2025-09-04 16:29:50,0.001,4,36.690626983598186,,inf,2.721153024
2025-09-04 16:30:04,0.001873817422860383,1,36.04264406856926,0.001,37.06728073038016,2.721234944
2025-09-04 16:30:15,0.001873817422860383,2,36.450949003416504,0.001,37.06728073038016,2.721247232
2025-09-04 16:30:34,0.001873817422860383,3,36.59535980565446,0.001,37.06728073038016,2.721247232
2025-09-04 16:30:41,0.001873817422860383,4,36.089127895777594,0.001,37.06728073038016,2.721247232
2025-09-04 16:30:52,0.003511191734215131,1,36.41180203274386,0.001873817422860383,36.29452019335446,2.721247232
2025-09-04 16:30:57,0.003511191734215131,2,36.014899572380706,0.001873817422860383,36.29452019335446,2.721247232
2025-09-04 16:31:08,0.003511191734215131,3,36.6139781781374,0.001873817422860383,36.29452019335446,2.721247232
2025-09-04 16:31:13,0.003511191734215131,4,35.96273252741911,0.001873817422860383,36.29452019335446,2.721247232
2025-09-04 16:31:17,0.006579332246575682,1,36.33371498830781,0.003511191734215131,36.25085307767027,2.721247232
2025-09-04 16:31:21,0.006579332246575682,2,36.26895146102013,0.003511191734215131,36.25085307767027,2.721247232
2025-09-04 16:31:25,0.006579332246575682,3,36.661359039914885,0.003511191734215131,36.25085307767027,2.721247232
2025-09-04 16:31:29,0.006579332246575682,4,36.233769703253465,0.003511191734215131,36.25085307767027,2.721255424
2025-09-04 16:31:34,0.012328467394420659,1,36.32617772981796,0.003511191734215131,36.25085307767027,2.721255424
2025-09-04 16:31:37,0.012328467394420659,2,36.26135534606094,0.003511191734215131,36.25085307767027,2.721255424
2025-09-04 16:31:40,0.012328467394420659,3,36.657275302553835,0.003511191734215131,36.25085307767027,2.721255424
2025-09-04 16:31:41,0.012328467394420659,4,36.3102184089672,0.003511191734215131,36.25085307767027,2.721255424
2025-09-04 16:31:49,0.02310129700083159,1,36.63962811791414,0.003511191734215131,36.25085307767027,2.721263616
2025-09-04 16:31:57,0.02310129700083159,2,36.37735676247917,0.003511191734215131,36.25085307767027,2.721267712
2025-09-04 16:32:01,0.02310129700083159,3,37.3180292503563,0.003511191734215131,36.25085307767027,2.721267712
2025-09-04 16:32:05,0.02310129700083159,4,36.27829243062299,0.003511191734215131,36.25085307767027,2.721271808
2025-09-04 16:32:13,0.04328761281083057,1,36.61711698318958,0.003511191734215131,36.25085307767027,2.721271808
2025-09-04 16:32:21,0.04328761281083057,2,36.33662087556672,0.003511191734215131,36.25085307767027,2.721271808
2025-09-04 16:32:25,0.04328761281083057,3,37.31322544235963,0.003511191734215131,36.25085307767027,2.721271808
2025-09-04 16:32:27,0.04328761281083057,4,37.15476332624606,0.003511191734215131,36.25085307767027,2.721275904
2025-09-04 16:32:34,0.08111308307896868,1,37.39663875921974,0.003511191734215131,36.25085307767027,2.721288192
2025-09-04 16:32:37,0.08111308307896868,2,37.36075765157535,0.003511191734215131,36.25085307767027,2.72121856
2025-09-04 16:32:43,0.08111308307896868,3,37.304351872296145,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:32:45,0.08111308307896868,4,37.15474017621187,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:32:47,0.1519911082952933,1,37.1624956596358,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:32:50,0.1519911082952933,2,36.315127057011495,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:32:56,0.1519911082952933,3,37.30628138355538,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:32:58,0.1519911082952933,4,37.154696921922906,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:33:05,0.2848035868435799,1,37.27035133155098,0.003511191734215131,36.25085307767027,2.721222656
2025-09-04 16:33:07,0.2848035868435799,2,37.359977231517085,0.003511191734215131,36.25085307767027,2.721296384
2025-09-04 16:33:14,0.2848035868435799,3,37.34256330035334,0.003511191734215131,36.25085307767027,2.721296384
2025-09-04 16:33:16,0.2848035868435799,4,37.15461630908901,0.003511191734215131,36.25085307767027,2.721296384
2025-09-04 16:33:18,0.5336699231206307,1,37.2167867840749,0.003511191734215131,36.25085307767027,2.72130048
2025-09-04 16:33:20,0.5336699231206307,2,37.359025763837714,0.003511191734215131,36.25085307767027,2.72130048
2025-09-04 16:33:23,0.5336699231206307,3,37.37048450887432,0.003511191734215131,36.25085307767027,2.72130048
2025-09-04 16:33:25,0.5336699231206307,4,37.154466793670046,0.003511191734215131,36.25085307767027,2.721378304
2025-09-04 16:33:27,1.0,1,37.22542630086444,0.003511191734215131,36.25085307767027,2.721386496
2025-09-04 16:33:29,1.0,2,37.357248938351276,0.003511191734215131,36.25085307767027,2.721386496
2025-09-04 16:33:31,1.0,3,37.368398058699704,0.003511191734215131,36.25085307767027,2.721386496
2025-09-04 16:33:33,1.0,4,37.15419203744159,0.003511191734215131,36.25085307767027,2.721386496
